Date,Market,Market Size,Product,Product Type,State,Type,Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
2012/8/1 上午 12:00:00,East,Major Market,Chamomile,Herbal Tea,Florida,Decaf,813,20,30,20,50,30,581,39,9,18,69,21
2012/8/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,Florida,Decaf,305,40,60,30,100,63,397,77,23,20,140,57
2012/8/1 上午 12:00:00,East,Major Market,Mint,Herbal Tea,Florida,Decaf,305,70,100,70,170,103,"1,073",123,31,70,226,53
2012/8/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,941,120,190,60,310,133,705,184,120,35,317,149
2012/8/1 上午 12:00:00,East,Major Market,Decaf Espresso,Espresso,Florida,Decaf,850,90,130,80,220,99,565,132,32,73,231,59
2012/8/1 上午 12:00:00,East,Major Market,Colombian,Coffee,Florida,Regular,850,100,170,120,270,114,810,172,37,104,286,68
2012/8/1 上午 12:00:00,East,Major Market,Decaf Irish Cream,Coffee,Florida,Decaf,321,110,150,100,260,116,678,161,35,102,277,59
2012/8/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,Massachusetts,Regular,508,20,30,20,50,22,865,33,6,16,55,17
2012/8/1 上午 12:00:00,East,Major Market,Green Tea,Tea,Massachusetts,Regular,508,10,30,20,40,16,484,25,4,9,41,16
2012/8/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,Massachusetts,Decaf,339,30,50,20,80,49,414,60,18,9,109,51
2012/8/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,339,30,70,20,100,37,540,68,33,6,105,62
2012/8/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,Massachusetts,Regular,413,130,150,100,280,145,"1,292",146,40,82,291,64
2012/8/1 上午 12:00:00,East,Major Market,Colombian,Coffee,Massachusetts,Regular,508,40,590,560,630,52,"-2,033",612,17,563,664,49
2012/8/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,New Hampshire,Regular,603,20,40,30,60,25,851,38,7,20,63,18
2012/8/1 上午 12:00:00,East,Small Market,Green Tea,Tea,New Hampshire,Regular,603,0,40,30,40,0,516,43,0,31,43,12
2012/8/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,New Hampshire,Decaf,603,20,40,10,60,38,248,48,14,1,86,47
2012/8/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,New Hampshire,Regular,603,60,80,10,140,63,332,88,57,1,151,87
2012/8/1 上午 12:00:00,East,Small Market,Regular Espresso,Espresso,New Hampshire,Regular,603,20,40,0,60,29,215,36,11,-9,65,45
2012/8/1 上午 12:00:00,East,Small Market,Amaretto,Coffee,New Hampshire,Regular,603,50,90,70,140,61,322,90,19,48,151,42
2012/8/1 上午 12:00:00,East,Small Market,Colombian,Coffee,New Hampshire,Regular,603,60,90,60,150,64,460,96,21,44,160,52
2012/8/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,New York,Regular,631,130,210,170,340,132,994,191,36,144,323,47
2012/8/1 上午 12:00:00,East,Major Market,Earl Grey,Tea,New York,Regular,914,130,190,150,320,123,941,178,34,133,301,45
2012/8/1 上午 12:00:00,East,Major Market,Green Tea,Tea,New York,Regular,646,100,160,130,260,100,598,145,28,105,245,40
2012/8/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,New York,Decaf,646,210,290,180,500,284,"1,565",369,107,229,653,140
2012/8/1 上午 12:00:00,East,Major Market,Mint,Herbal Tea,New York,Decaf,718,230,-140,-230,90,311,"3,422",-187,96,-304,124,117
2012/8/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,New York,Regular,646,250,280,190,530,266,"1,319",277,74,179,543,98
2012/8/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,New York,Regular,518,160,-90,-260,70,173,"2,615",-95,156,-284,78,189
2012/8/1 上午 12:00:00,East,Major Market,Colombian,Coffee,New York,Regular,845,340,520,370,860,364,"2,617",546,127,368,910,178
2012/8/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,Louisiana,Decaf,504,70,120,100,190,63,864,91,17,63,154,28
2012/8/1 上午 12:00:00,South,Small Market,Colombian,Coffee,Louisiana,Regular,504,60,80,60,140,48,839,70,13,46,118,24
2012/8/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,Louisiana,Decaf,504,70,100,70,170,77,581,99,25,61,176,38
2012/8/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,Louisiana,Decaf,985,60,90,40,150,72,606,88,27,28,160,60
2012/8/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,Louisiana,Regular,985,30,60,10,90,44,-508,61,39,-7,105,68
2012/8/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,Louisiana,Regular,337,40,60,40,100,47,366,79,14,41,126,38
2012/8/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,Louisiana,Decaf,504,30,40,20,70,36,458,54,11,21,90,33
2012/8/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,New Mexico,Decaf,505,150,20,-30,170,120,"1,439",19,37,-42,139,61
2012/8/1 上午 12:00:00,South,Small Market,Colombian,Coffee,New Mexico,Regular,505,80,120,70,200,64,460,96,21,44,160,52
2012/8/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,New Mexico,Decaf,505,20,40,30,60,25,851,38,7,19,63,19
2012/8/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,New Mexico,Decaf,505,30,50,20,80,41,"1,007",49,12,15,90,34
2012/8/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,New Mexico,Regular,505,20,30,0,50,29,-347,36,11,-8,65,44
2012/8/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,New Mexico,Regular,505,50,70,0,120,63,332,88,57,2,151,86
2012/8/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,New Mexico,Decaf,505,30,60,30,90,45,253,60,14,18,105,42
2012/8/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,Oklahoma,Decaf,405,20,40,30,60,22,865,33,6,16,55,17
2012/8/1 上午 12:00:00,South,Small Market,Colombian,Coffee,Oklahoma,Regular,405,80,110,80,190,68,587,87,22,53,155,34
2012/8/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,Oklahoma,Decaf,580,120,190,60,310,133,705,184,120,34,317,150
2012/8/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,Oklahoma,Decaf,580,60,70,20,130,63,397,77,23,20,140,57
2012/8/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,Oklahoma,Regular,918,90,140,100,230,116,"-1,278",161,35,102,277,59
2012/8/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,Oklahoma,Regular,918,10,20,20,30,16,484,25,4,10,41,15
2012/8/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,Oklahoma,Decaf,405,90,150,100,240,114,810,172,37,103,286,69
2012/8/1 上午 12:00:00,South,Major Market,Decaf Irish Cream,Coffee,Texas,Decaf,682,60,90,70,150,52,554,68,17,39,120,29
2012/8/1 上午 12:00:00,South,Major Market,Colombian,Coffee,Texas,Regular,979,390,450,340,840,311,"1,296",367,96,250,678,117
2012/8/1 上午 12:00:00,South,Major Market,Lemon,Herbal Tea,Texas,Decaf,281,30,50,30,80,34,428,51,10,19,85,32
2012/8/1 上午 12:00:00,South,Major Market,Chamomile,Herbal Tea,Texas,Decaf,430,40,60,30,100,46,415,62,15,19,108,43
2012/8/1 上午 12:00:00,South,Major Market,Caffe Latte,Espresso,Texas,Regular,430,40,70,40,110,52,-587,79,17,30,131,49
2012/8/1 上午 12:00:00,South,Major Market,Caffe Mocha,Espresso,Texas,Regular,682,100,150,120,250,123,941,178,34,133,301,45
2012/8/1 上午 12:00:00,South,Major Market,Decaf Espresso,Espresso,Texas,Decaf,512,80,130,110,210,100,598,145,28,105,245,40
2012/8/1 上午 12:00:00,West,Small Market,Amaretto,Coffee,Utah,Regular,801,60,70,40,130,50,"1,064",60,15,24,110,36
2012/8/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Utah,Regular,435,50,70,40,120,42,384,56,13,15,98,41
2012/8/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Utah,Decaf,801,50,80,60,130,61,322,90,19,49,151,41
2012/8/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Utah,Decaf,435,50,90,60,140,64,460,96,21,44,160,52
2012/8/1 上午 12:00:00,West,Small Market,Mint,Herbal Tea,Utah,Decaf,801,100,20,-30,120,120,"1,439",19,37,-41,139,60
2012/8/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Utah,Regular,801,40,60,10,100,63,332,88,57,2,151,86
2012/8/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Utah,Regular,435,20,50,30,70,45,253,60,14,19,105,41
2012/8/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Utah,Regular,435,10,30,10,40,29,215,36,11,-9,65,45
2012/8/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Utah,Decaf,435,90,110,60,200,72,606,88,27,27,160,61
2012/8/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Utah,Regular,801,30,40,30,70,32,841,48,8,28,80,20
2012/8/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Utah,Regular,801,70,90,60,160,77,581,99,25,62,176,37
2012/8/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Utah,Decaf,435,30,40,30,70,34,890,49,9,28,83,21
2012/8/1 上午 12:00:00,West,Major Market,Amaretto,Coffee,California,Regular,562,190,-90,-150,100,154,"2,105",-67,49,-139,87,72
2012/8/1 上午 12:00:00,West,Major Market,Colombian,Coffee,California,Regular,650,450,680,520,"1,130",364,"2,617",546,127,368,910,178
2012/8/1 上午 12:00:00,West,Major Market,Chamomile,Herbal Tea,California,Decaf,831,110,170,140,280,132,994,191,36,143,323,48
2012/8/1 上午 12:00:00,West,Major Market,Lemon,Herbal Tea,California,Decaf,916,260,330,240,590,311,"1,296",367,96,249,678,118
2012/8/1 上午 12:00:00,West,Major Market,Mint,Herbal Tea,California,Decaf,310,40,60,40,100,52,554,68,17,38,120,30
2012/8/1 上午 12:00:00,West,Major Market,Darjeeling,Tea,California,Regular,760,80,120,100,200,123,941,178,34,133,301,45
2012/8/1 上午 12:00:00,West,Major Market,Earl Grey,Tea,California,Regular,310,60,100,90,160,100,598,145,28,105,245,40
2012/8/1 上午 12:00:00,West,Major Market,Green Tea,Tea,California,Regular,818,30,50,20,80,52,662,79,17,30,131,49
2012/8/1 上午 12:00:00,West,Major Market,Decaf Irish Cream,Coffee,California,Decaf,626,240,-40,-140,200,196,"3,139",-30,64,-137,166,107
2012/8/1 上午 12:00:00,West,Major Market,Caffe Latte,Espresso,California,Regular,916,250,260,170,510,266,"1,797",266,74,167,532,99
2012/8/1 上午 12:00:00,West,Major Market,Caffe Mocha,Espresso,California,Regular,530,160,230,60,390,173,927,239,156,50,412,189
2012/8/1 上午 12:00:00,West,Major Market,Decaf Espresso,Espresso,California,Decaf,707,280,370,250,650,295,"1,714",392,97,262,687,130
2012/8/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Nevada,Regular,702,40,60,20,100,38,248,48,14,1,86,47
2012/8/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Nevada,Decaf,775,140,220,70,360,173,927,239,156,49,412,190
2012/8/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Nevada,Decaf,775,160,250,170,410,196,"1,167",271,64,163,467,108
2012/8/1 上午 12:00:00,West,Small Market,Mint,Herbal Tea,Nevada,Decaf,702,130,200,150,330,154,817,222,49,150,376,72
2012/8/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Nevada,Regular,702,190,270,190,460,295,"1,714",392,97,262,687,130
2012/8/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Nevada,Regular,775,170,190,130,360,266,"1,797",266,74,167,532,99
2012/8/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Nevada,Regular,775,180,-180,-260,0,284,"5,807",-284,107,-404,21,141
2012/8/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Nevada,Decaf,702,50,60,30,110,41,"1,007",49,12,16,90,33
2012/8/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Nevada,Regular,702,0,40,30,40,0,516,43,0,32,43,11
2012/8/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Nevada,Regular,775,20,40,30,60,25,851,38,7,19,63,19
2012/8/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Nevada,Decaf,702,20,30,20,50,23,806,35,6,17,58,18
2012/8/1 上午 12:00:00,West,Small Market,Amaretto,Coffee,Oregon,Regular,541,40,70,20,110,37,513,52,33,-11,89,63
2012/8/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Oregon,Regular,971,50,90,40,140,47,474,67,15,8,114,59
2012/8/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Oregon,Decaf,971,20,30,30,50,25,826,37,7,19,62,18
2012/8/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Oregon,Decaf,541,50,80,60,130,68,587,87,22,53,155,34
2012/8/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Oregon,Regular,503,10,10,10,20,16,484,25,4,9,41,16
2012/8/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Oregon,Regular,971,70,120,80,190,114,810,172,37,104,286,68
2012/8/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Oregon,Regular,541,70,110,70,180,116,678,161,35,102,277,59
2012/8/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Oregon,Decaf,541,40,60,40,100,34,428,51,10,19,85,32
2012/8/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Oregon,Regular,971,40,60,20,100,49,414,60,18,9,109,51
2012/8/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Oregon,Regular,503,40,60,30,100,46,415,62,15,19,108,43
2012/8/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Oregon,Decaf,503,130,140,90,270,145,"1,292",146,40,81,291,65
2012/8/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Washington,Decaf,360,70,120,80,190,90,"1,139",135,29,75,225,60
2012/8/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Washington,Decaf,253,40,60,50,100,48,839,70,13,45,118,25
2012/8/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Washington,Regular,253,30,50,30,80,47,366,79,14,42,126,37
2012/8/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Washington,Regular,206,20,40,30,60,36,458,54,11,20,90,34
2012/8/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Washington,Regular,206,20,50,10,70,44,617,61,39,-8,105,69
2012/8/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Washington,Regular,509,100,160,120,260,86,454,125,27,76,211,49
2012/8/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Washington,Decaf,206,160,230,100,390,133,705,184,120,34,317,150
2012/8/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Washington,Regular,206,20,40,30,60,30,581,39,9,17,69,22
2012/8/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Washington,Regular,425,60,70,20,130,63,397,77,23,20,140,57
2012/8/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Washington,Decaf,206,90,120,90,210,103,"1,073",123,31,71,226,52
2012/9/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Colorado,Decaf,970,130,140,90,270,155,"1,280",155,43,87,310,68
2012/9/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Colorado,Decaf,970,40,70,20,110,52,509,74,47,-2,126,76
2012/9/1 上午 12:00:00,Central,Major Market,Mint,Herbal Tea,Colorado,Decaf,720,40,70,40,110,53,410,72,17,27,125,45
2012/9/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Colorado,Regular,970,30,50,10,80,45,409,57,17,7,102,50
2012/9/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Colorado,Regular,720,40,50,20,90,51,"1,042",62,15,25,113,37
2012/9/1 上午 12:00:00,Central,Major Market,Green Tea,Tea,Colorado,Regular,970,50,70,50,120,61,579,79,20,47,140,32
2012/9/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Colorado,Regular,303,90,140,110,230,81,588,118,22,84,199,34
2012/9/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Colorado,Decaf,303,60,110,60,170,60,656,90,19,39,150,51
2012/9/1 上午 12:00:00,Central,Major Market,Amaretto,Coffee,Colorado,Regular,970,130,180,140,310,123,928,179,34,134,302,45
2012/9/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Colorado,Regular,970,60,70,50,130,58,548,74,19,42,132,32
2012/9/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Colorado,Decaf,970,100,150,120,250,100,981,145,28,106,245,39
2012/9/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Illinois,Decaf,708,100,160,140,260,123,928,179,34,133,302,46
2012/9/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Illinois,Decaf,630,40,70,50,110,58,548,74,19,43,132,31
2012/9/1 上午 12:00:00,Central,Major Market,Mint,Herbal Tea,Illinois,Decaf,773,80,130,110,210,100,981,145,28,106,245,39
2012/9/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Illinois,Regular,815,60,110,80,170,81,588,118,22,84,199,34
2012/9/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Illinois,Regular,773,50,80,40,130,60,656,90,19,40,150,50
2012/9/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Illinois,Regular,618,290,400,280,690,253,"1,686",336,83,220,589,116
2012/9/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Illinois,Decaf,312,280,300,210,580,249,"1,775",249,69,155,498,94
2012/9/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Illinois,Regular,309,170,230,140,400,162,"1,148",225,53,129,387,96
2012/9/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Illinois,Decaf,708,120,190,140,310,122,801,176,39,115,298,61
2012/9/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,712,210,300,210,510,253,"1,686",336,83,220,589,116
2012/9/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,563,100,160,120,260,122,801,176,39,115,298,61
2012/9/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Iowa,Regular,641,210,220,140,430,249,"1,775",249,69,155,498,94
2012/9/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Iowa,Regular,712,250,340,210,590,302,"1,783",370,114,223,672,147
2012/9/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Iowa,Regular,515,20,40,30,60,23,803,35,6,18,58,17
2012/9/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Iowa,Decaf,319,0,50,40,50,0,473,43,0,32,43,11
2012/9/1 上午 12:00:00,Central,Small Market,Amaretto,Coffee,Iowa,Regular,319,20,30,20,50,19,848,29,5,13,48,16
2012/9/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Iowa,Regular,319,30,40,20,70,33,"1,003",39,10,7,72,32
2012/9/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Iowa,Decaf,563,10,20,10,30,15,600,20,4,3,35,17
2012/9/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,636,30,60,10,90,44,325,62,40,-7,106,69
2012/9/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,660,80,20,-10,100,104,"1,574",11,32,-44,115,55
2012/9/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Missouri,Regular,314,30,50,20,80,39,248,52,12,13,91,39
2012/9/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Missouri,Regular,314,20,20,-10,40,24,212,30,9,-12,54,42
2012/9/1 上午 12:00:00,Central,Small Market,Green Tea,Tea,Missouri,Regular,573,30,50,10,80,40,244,51,15,2,91,49
2012/9/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Missouri,Regular,816,50,70,50,120,44,886,64,12,41,108,23
2012/9/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,417,30,60,50,90,32,837,47,8,27,79,20
2012/9/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Missouri,Regular,314,70,80,30,150,67,599,83,25,25,150,58
2012/9/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Missouri,Decaf,314,60,80,50,140,62,"1,059",74,19,34,136,40
2012/9/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Ohio,Decaf,937,10,30,30,40,20,482,30,5,14,50,16
2012/9/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Ohio,Decaf,419,20,40,40,60,29,862,43,8,23,72,20
2012/9/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Ohio,Regular,440,80,130,70,210,99,798,150,32,87,249,63
2012/9/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Ohio,Regular,513,80,120,80,200,96,666,134,29,81,230,53
2012/9/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Ohio,Regular,513,170,190,130,360,155,"1,280",155,43,87,310,68
2012/9/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Ohio,Decaf,567,50,70,30,120,45,409,57,17,6,102,51
2012/9/1 上午 12:00:00,Central,Major Market,Amaretto,Coffee,Ohio,Regular,614,50,80,50,130,53,410,72,17,28,125,44
2012/9/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Ohio,Regular,419,40,70,40,110,43,424,64,13,29,107,35
2012/9/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Ohio,Decaf,234,50,80,20,130,52,509,74,47,-3,126,77
2012/9/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,920,40,90,70,130,57,349,94,17,53,151,41
2012/9/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,608,40,70,60,110,51,857,75,14,50,126,25
2012/9/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Wisconsin,Regular,920,30,60,30,90,46,454,67,14,31,113,36
2012/9/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Wisconsin,Regular,715,50,80,10,130,62,612,87,56,2,149,85
2012/9/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Wisconsin,Regular,414,90,120,80,210,83,"1,063",99,25,53,182,46
2012/9/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,608,30,50,30,80,33,577,43,10,21,76,22
2012/9/1 上午 12:00:00,Central,Small Market,Amaretto,Coffee,Wisconsin,Regular,414,70,80,30,150,67,391,82,25,23,149,59
2012/9/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Wisconsin,Regular,414,90,140,40,230,93,692,130,84,16,223,114
2012/9/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Wisconsin,Decaf,262,90,110,70,200,85,555,114,28,58,199,56
2012/9/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,Connecticut,Regular,203,40,70,50,110,44,886,64,12,41,108,23
2012/9/1 上午 12:00:00,East,Small Market,Green Tea,Tea,Connecticut,Regular,860,20,40,30,60,23,809,34,6,17,57,17
2012/9/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,959,50,60,20,110,67,599,83,25,24,150,59
2012/9/1 上午 12:00:00,East,Small Market,Mint,Herbal Tea,Connecticut,Decaf,475,40,60,40,100,62,"1,059",74,19,33,136,41
2012/9/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,Connecticut,Regular,959,50,90,20,140,62,612,87,56,2,149,85
2012/9/1 上午 12:00:00,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,860,40,70,40,110,48,380,65,15,23,113,42
2012/9/1 上午 12:00:00,East,Small Market,Colombian,Coffee,Connecticut,Regular,860,90,150,110,240,103,"1,130",155,33,91,258,64
